Date,PortfolioValue,Returns
2014-10-17,100003.70047357536,3.7004735753580464e-05
2014-10-20,100004.16338899589,4.163388995890273e-05
2014-10-21,100004.88543827704,4.885438277036883e-05
2014-10-22,100004.85221453093,4.852214530925266e-05
2014-10-23,100004.4446770706,4.444677070598118e-05
2014-10-24,100004.35829897306,4.358298973063938e-05
2014-10-27,100004.38266153715,4.382661537150852e-05
2014-10-28,100004.02163477323,4.021634773234837e-05
2014-10-29,100003.8887383499,3.888738349894993e-05
2014-10-30,100003.96847887419,3.968478874186985e-05
2014-10-31,100003.74255342863,3.742553428630345e-05
2014-11-03,100003.43247766874,3.432477668742649e-05
2014-11-04,100003.60966463469,3.6096646346850324e-05
2014-11-05,100003.55207796476,3.552077964763157e-05
2014-11-06,100003.48311396025,3.483113960246555e-05
2014-11-07,100003.41415186308,3.414151863078587e-05
2014-11-10,100003.45420046232,3.454200462321751e-05
2014-11-11,100003.26066942594,3.260669425944798e-05
2014-11-12,100002.9158665695,2.9158665694994853e-05
2014-11-13,100002.56662912748,2.5666291274828836e-05
2014-11-14,100002.26409502409,2.264095024089329e-05
2014-11-17,100002.3063542404,2.3063542403979227e-05
2014-11-18,100001.97712679289,1.977126792888157e-05
2014-11-19,100002.15508814238,2.1550881423754617e-05
2014-11-20,100001.79028101347,1.7902810134692118e-05
2014-11-21,100001.75468607328,1.754686073283665e-05
2014-11-24,100001.2741944351,1.2741944351000712e-05
2014-11-25,100001.50331659697,1.5033165969653055e-05
2014-11-26,100001.19188280485,1.1918828048510476e-05
2014-11-28,100001.20746202848,1.2074620284838602e-05
2014-12-01,100002.06611795805,2.06611795804929e-05
2014-12-02,100002.16398973844,2.1639897384447978e-05
2014-12-03,100001.87480326078,1.874803260783665e-05
2014-12-04,100001.97268648527,1.9726864852709695e-05
2014-12-05,100002.08168001554,2.081680015544407e-05
2014-12-08,100002.66005106352,2.66005106351804e-05
2014-12-09,100003.15167014426,3.151670144259697e-05
2014-12-10,100003.15167014426,3.151670144259697e-05
2014-12-11,100003.00930247337,3.0093024733650964e-05
2014-12-12,100002.58888087302,2.5888808730232996e-05
2014-12-15,100002.2552093032,2.2552093031990806e-05
2014-12-16,100001.92597804099,1.9259780409920494e-05
2014-12-17,100002.5176967147,2.5176967146981043e-05
2014-12-18,100003.23843417197,3.238434171973495e-05
2014-12-19,100003.04489741355,3.0448974135506432e-05
2014-12-22,100003.30294261008,3.302942610083846e-05
2014-12-23,100003.21396479636,3.213964796363143e-05
2014-12-24,100003.09606776267,3.096067762671737e-05
2014-12-26,100003.536518431,3.536518431006698e-05
2014-12-29,100003.49202828259,3.492028282591491e-05
2014-12-30,100003.49202828259,3.492028282591491e-05
2014-12-31,100003.49202828259,3.492028282591491e-05
2015-01-02,100003.49202828259,3.492028282591491e-05
2015-01-05,100003.49202828259,3.492028282591491e-05
2015-01-06,100003.42974262072,3.42974262071948e-05
2015-01-07,100003.76118831469,3.7611883146892066e-05
2015-01-08,100004.6821382506,4.682138250602293e-05
2015-01-09,100004.855647572,4.8556475719960875e-05
2015-01-12,100004.855647572,4.8556475719960875e-05
2015-01-13,100004.855647572,4.8556475719960875e-05
2015-01-14,100004.855647572,4.8556475719960875e-05
2015-01-15,100004.855647572,4.8556475719960875e-05
2015-01-16,100004.6242996533,4.624299653296475e-05
2015-01-20,100005.23158610654,5.2315861065435455e-05
2015-01-21,100005.41622889829,5.4162288982915926e-05
2015-01-22,100006.05020869565,6.050208695654874e-05
2015-01-23,100006.02795210014,6.0279521001357355e-05
2015-01-26,100006.02795210014,6.0279521001357355e-05
2015-01-27,100006.02795210014,6.0279521001357355e-05
2015-01-28,100006.02795210014,6.0279521001357355e-05
2015-01-29,100005.45403137148,5.4540313714824154e-05
2015-01-30,100005.84109344424,5.8410934442363214e-05
2015-02-02,100005.51409377993,5.514093779929681e-05
2015-02-03,100005.50964202822,5.509642028220696e-05
2015-02-04,100005.30720748843,5.307207488425775e-05
2015-02-05,100005.1173767084,5.1173767083964774e-05
2015-02-06,100005.3429512018,5.342951201804681e-05
2015-02-09,100005.16651763857,5.166517638572259e-05
2015-02-10,100004.65286483706,4.652864837058587e-05
2015-02-11,100004.01414718569,4.0141471856913996e-05
2015-02-12,100003.66128768862,3.661287688621087e-05
2015-02-13,100003.52282752932,3.522827529319329e-05
2015-02-17,100003.35532989443,3.355329894431634e-05
2015-02-18,100003.15655746401,3.156557464011712e-05
2015-02-19,100003.21686592043,3.21686592043261e-05
2015-02-20,100002.98237266482,2.982372664817376e-05
2015-02-23,100002.2007373804,2.200737380393548e-05
2015-02-24,100002.38608779848,2.3860877984843684e-05
2015-02-25,100003.14093246401,3.140932464011712e-05
2015-02-26,100002.77691307009,2.7769130700908136e-05
2015-02-27,100003.21463050783,3.214630507834954e-05
2015-03-02,100003.07394447268,3.0739444726787045e-05
2015-03-03,100003.01363029421,3.0136302942119074e-05
2015-03-04,100003.19676246584,3.1967624658427666e-05
2015-03-05,100003.67245140017,3.6724514001689386e-05
2015-03-06,100003.22803170708,3.2280317070835735e-05
2015-03-09,100003.22803170708,3.2280317070835735e-05
2015-03-10,100003.22803170708,3.2280317070835735e-05
2015-03-11,100003.22803170708,3.2280317070835735e-05
2015-03-12,100003.7059528038,3.7059528037934794e-05
2015-03-13,100003.51389233321,3.513892333212425e-05
2015-03-16,100003.81762043685,3.81762043685012e-05
2015-03-17,100004.28436772079,4.284367720785667e-05
2015-03-18,100004.60373036117,4.603730361166527e-05
2015-03-19,100004.66626091614,4.666260916143074e-05
2015-03-20,100004.66626091614,4.666260916143074e-05
2015-03-23,100004.66626091614,4.666260916143074e-05
2015-03-24,100004.66626091614,4.666260916143074e-05
2015-03-25,100004.66626091614,4.666260916143074e-05
2015-03-26,100004.99678493544,4.996784935443429e-05
2015-03-27,100004.77569080397,4.7756908039737025e-05
2015-03-30,100005.47246814772,5.472468147723703e-05
2015-03-31,100005.40994079092,5.409940790923429e-05
2015-04-01,100005.40994079092,5.409940790923429e-05
2015-04-02,100005.40994079092,5.409940790923429e-05
2015-04-06,100005.40994079092,5.409940790923429e-05
2015-04-07,100005.40994079092,5.409940790923429e-05
2015-04-08,100005.40994079092,5.409940790923429e-05
2015-04-09,100005.40994079092,5.409940790923429e-05
2015-04-10,100005.40994079092,5.409940790923429e-05
2015-04-13,100005.40994079092,5.409940790923429e-05
2015-04-14,100005.40994079092,5.409940790923429e-05
2015-04-15,100005.40994079092,5.409940790923429e-05
2015-04-16,100005.40994079092,5.409940790923429e-05
2015-04-17,100005.40994079092,5.409940790923429e-05
2015-04-20,100005.40994079092,5.409940790923429e-05
2015-04-21,100005.40994079092,5.409940790923429e-05
2015-04-22,100005.40994079092,5.409940790923429e-05
2015-04-23,100005.10398293335,5.103982933345833e-05
2015-04-24,100004.9677524646,4.967752464595833e-05
2015-04-27,100004.43847657043,4.4384765704307936e-05
2015-04-28,100004.90521622497,4.905216224971809e-05
2015-04-29,100005.33400917846,5.3340091784630204e-05
2015-04-30,100006.11342621643,6.113426216426888e-05
2015-05-01,100005.90125990436,5.901259904363542e-05
2015-05-04,100005.90125990436,5.901259904363542e-05
2015-05-05,100005.90125990436,5.901259904363542e-05
2015-05-06,100005.90125990436,5.901259904363542e-05
2015-05-07,100005.90125990436,5.901259904363542e-05
2015-05-08,100005.90125990436,5.901259904363542e-05
2015-05-11,100005.90125990436,5.901259904363542e-05
2015-05-12,100005.90125990436,5.901259904363542e-05
2015-05-13,100005.90125990436,5.901259904363542e-05
2015-05-14,100005.90125990436,5.901259904363542e-05
2015-05-15,100005.90125990436,5.901259904363542e-05
2015-05-18,100005.90125990436,5.901259904363542e-05
2015-05-19,100005.90125990436,5.901259904363542e-05
2015-05-20,100005.90125990436,5.901259904363542e-05
2015-05-21,100005.90125990436,5.901259904363542e-05
2015-05-22,100005.90125990436,5.901259904363542e-05
2015-05-26,100006.5695587588,6.569558758797939e-05
2015-05-27,100006.02684750086,6.0268475008633684e-05
2015-05-28,100006.08515324122,6.085153241219814e-05
2015-05-29,100006.4215408755,6.421540875497158e-05
2015-06-01,100006.36324276454,6.363242764535244e-05
2015-06-02,100006.4933086825,6.493308682503994e-05
2015-06-03,100006.45742954737,6.457429547372158e-05
2015-06-04,100006.62786068446,6.627860684457118e-05
2015-06-05,100006.78708996302,6.787089963021571e-05
2015-06-08,100006.73102392105,6.7310239210492e-05
2015-06-09,100006.73102392105,6.7310239210492e-05
2015-06-10,100006.73102392105,6.7310239210492e-05
2015-06-11,100006.73102392105,6.7310239210492e-05
2015-06-12,100006.73102392105,6.7310239210492e-05
2015-06-15,100006.91491747588,6.914917475878611e-05
2015-06-16,100007.06741572112,7.067415721117868e-05
2015-06-17,100007.00014162749,7.000141627489938e-05
2015-06-18,100007.13020945281,7.130209452807321e-05
2015-06-19,100006.84315157622,6.843151576220407e-05
2015-06-22,100007.06966448516,7.069664485155954e-05
2015-06-23,100006.9395871231,6.939587123095408e-05
2015-06-24,100007.18178415984,7.181784159838571e-05
2015-06-25,100007.04499102324,7.044991023241891e-05
2015-06-26,100006.8767933914,6.876793391405954e-05
2015-06-29,100006.37894106597,6.378941065966501e-05
2015-06-30,100006.58077097624,6.580770976244821e-05
2015-07-01,100006.84315157622,6.843151576220407e-05
2015-07-02,100006.80727434844,6.807274348437204e-05
2015-07-06,100006.70859957427,6.708599574267282e-05
2015-07-07,100006.639084346,6.639084345995797e-05
2015-07-08,100005.93937731475,5.939377314745798e-05
2015-07-09,100005.37873507231,5.3787350723141574e-05
2015-07-10,100006.09861040801,6.098610408007517e-05
2015-07-13,100006.63234568328,6.632345683276072e-05
2015-07-14,100006.62113619536,6.621136195361032e-05
2015-07-15,100006.8924965927,6.8924965926999e-05
2015-07-16,100007.09881452972,7.098814529716038e-05
2015-07-17,100007.09881452972,7.098814529716038e-05
2015-07-20,100006.85212653164,6.852126531637623e-05
2015-07-21,100007.14816039089,7.148160390890552e-05
2015-07-22,100008.3883165646,8.388316564596607e-05
2015-07-23,100008.16854153827,8.168541538267163e-05
2015-07-24,100008.16854153827,8.168541538267163e-05
2015-07-27,100008.16854153827,8.168541538267163e-05
2015-07-28,100008.16854153827,8.168541538267163e-05
2015-07-29,100008.16854153827,8.168541538267163e-05
2015-07-30,100008.16854153827,8.168541538267163e-05
2015-07-31,100008.16854153827,8.168541538267163e-05
2015-08-03,100008.16854153827,8.168541538267163e-05
2015-08-04,100007.54509759492,7.545097594920663e-05
2015-08-05,100007.7155401761,7.71554017609742e-05
2015-08-06,100007.77185082978,7.771850829783944e-05
2015-08-07,100007.8597109372,7.859710937205818e-05
2015-08-10,100008.8058741147,8.805874114696052e-05
2015-08-11,100007.4024012143,7.402401214305428e-05
2015-08-12,100007.79663301057,7.796633010570077e-05
2015-08-13,100007.7763617093,7.776361709300545e-05
2015-08-14,100007.9588339383,7.958833938304452e-05
2015-08-17,100008.22916436738,8.229164367381599e-05
2015-08-18,100008.0804846341,8.080484634105233e-05
2015-08-19,100007.74482179231,7.744821792308357e-05
2015-08-20,100007.2131712491,7.213171249095467e-05
2015-08-21,100005.66102815217,5.661028152171639e-05
2015-08-24,100005.06629968232,5.066299682323006e-05
2015-08-25,100005.20596337861,5.205963378612068e-05
2015-08-26,100006.54635644502,6.546356445018319e-05
2015-08-27,100007.2740004117,7.274000411693123e-05
2015-08-28,100007.35734773225,7.357347732249764e-05
2015-08-31,100007.23795342988,7.2379534298816e-05
2015-09-01,100006.10256600923,6.102566009227303e-05
2015-09-02,100007.14333558625,7.14333558625367e-05
2015-09-03,100006.69954515046,6.699545150462654e-05
2015-09-04,100006.45174432344,6.451744323436287e-05
2015-09-08,100007.13658738679,7.13658738679078e-05
2015-09-09,100007.46322978902,7.46322978902026e-05
2015-09-10,100007.46322978902,7.46322978902026e-05
2015-09-11,100007.46322978902,7.46322978902026e-05
2015-09-14,100007.46322978902,7.46322978902026e-05
2015-09-15,100007.46322978902,7.46322978902026e-05
2015-09-16,100007.46322978902,7.46322978902026e-05
2015-09-17,100007.46322978902,7.46322978902026e-05
2015-09-18,100007.46322978902,7.46322978902026e-05
2015-09-21,100007.46322978902,7.46322978902026e-05
2015-09-22,100007.46322978902,7.46322978902026e-05
2015-09-23,100007.46322978902,7.46322978902026e-05
2015-09-24,100007.46322978902,7.46322978902026e-05
2015-09-25,100007.46322978902,7.46322978902026e-05
2015-09-28,100007.46322978902,7.46322978902026e-05
2015-09-29,100007.46322978902,7.46322978902026e-05
2015-09-30,100007.49251672495,7.492516724945744e-05
2015-10-01,100007.33031388986,7.330313889862737e-05
2015-10-02,100007.51053544748,7.510535447479924e-05
2015-10-05,100007.60064431894,7.600644318939885e-05
2015-10-06,100007.72004434335,7.720044343353947e-05
2015-10-07,100007.60064431894,7.600644318939885e-05
2015-10-08,100007.31228753793,7.312287537934026e-05
2015-10-09,100007.90251085031,7.902510850311956e-05
2015-10-12,100007.78537103403,7.785371034027776e-05
2015-10-13,100007.82817193735,7.828171937348089e-05
2015-10-14,100007.47223970163,7.472239701630315e-05
2015-10-15,100007.8439438032,7.843943803192815e-05
2015-10-16,100007.65921899545,7.659218995453557e-05
2015-10-19,100007.81465837228,7.814658372284612e-05
2015-10-20,100007.72680450638,7.726804506382904e-05
2015-10-21,100007.72680450638,7.726804506382904e-05
2015-10-22,100007.72680450638,7.726804506382904e-05
2015-10-23,100007.19064736094,7.190647360941511e-05
2015-10-26,100008.04669975962,8.046699759623152e-05
2015-10-27,100008.21114372935,8.211143729349715e-05
2015-10-28,100007.14784645762,7.1478464576212e-05
2015-10-29,100006.86400055613,6.864000556131941e-05
2015-10-30,100007.09603142466,7.096031424662214e-05
2015-11-02,100006.7175695869,6.71756958689366e-05
2015-11-03,100006.4044420692,6.404442069193464e-05
2015-11-04,100006.53284859385,6.532848593851668e-05
2015-11-05,100006.65953850474,6.65953850474034e-05
2015-11-06,100006.62787079539,6.627870795389754e-05
2015-11-09,100006.73872780528,6.738727805277449e-05
2015-11-10,100007.59843277659,7.598432776590926e-05
2015-11-11,100007.74774765696,7.74774765696202e-05
2015-11-12,100007.71381755838,7.713817558382289e-05
2015-11-13,100007.71381755838,7.713817558382289e-05
2015-11-16,100007.71381755838,7.713817558382289e-05
2015-11-17,100007.71381755838,7.713817558382289e-05
2015-11-18,100007.71381755838,7.713817558382289e-05
2015-11-19,100007.71381755838,7.713817558382289e-05
2015-11-20,100007.71381755838,7.713817558382289e-05
2015-11-23,100007.71381755838,7.713817558382289e-05
2015-11-24,100007.71381755838,7.713817558382289e-05
2015-11-25,100007.71381755838,7.713817558382289e-05
2015-11-27,100007.71381755838,7.713817558382289e-05
2015-11-30,100007.71381755838,7.713817558382289e-05
2015-12-01,100007.71381755838,7.713817558382289e-05
2015-12-02,100007.71381755838,7.713817558382289e-05
2015-12-03,100007.71381755838,7.713817558382289e-05
2015-12-04,100007.71381755838,7.713817558382289e-05
2015-12-07,100007.71381755838,7.713817558382289e-05
2015-12-08,100007.71381755838,7.713817558382289e-05
2015-12-09,100007.71381755838,7.713817558382289e-05
2015-12-10,100007.71381755838,7.713817558382289e-05
2015-12-11,100007.71381755838,7.713817558382289e-05
2015-12-14,100007.78169023723,7.781690237228758e-05
2015-12-15,100007.3314663145,7.331466314499266e-05
2015-12-16,100007.52377283305,7.523772833053954e-05
2015-12-17,100006.98984682292,6.989846822922118e-05
2015-12-18,100006.32243501872,6.322435018722899e-05
2015-12-21,100006.61655389995,6.616553899948486e-05
2015-12-22,100006.59392893047,6.593928930466064e-05
2015-12-23,100006.90614092082,6.906140920822508e-05
2015-12-24,100006.77491533489,6.774915334885009e-05
2015-12-28,100006.5011688444,6.501168844406493e-05
2015-12-29,100006.93554460735,6.935544607345946e-05
2015-12-30,100006.61428415508,6.614284155075438e-05
2015-12-31,100006.14823305339,6.148233053390868e-05
2016-01-04,100006.16859400005,6.168594000046141e-05
2016-01-05,100005.57132112712,5.571321127121337e-05
2016-01-06,100005.11658251018,5.1165825101779776e-05
2016-01-07,100004.15505945415,4.155059454147704e-05
2016-01-08,100004.27044260234,4.270442602341063e-05
2016-01-11,100004.62564050884,4.625640508835204e-05
2016-01-12,100004.94916116924,4.9491611692355945e-05
2016-01-13,100004.36771928996,4.3677192899631336e-05
2016-01-14,100004.84961473674,4.8496147367404776e-05
2016-01-15,100004.30890428752,4.308904287521727e-05
2016-01-19,100004.20257341594,4.2025734159396963e-05
2016-01-20,100004.23198282451,4.231982824509032e-05
2016-01-21,100004.12112390727,4.121123907272704e-05
2016-01-22,100005.27947008342,5.279470083420165e-05
2016-01-25,100004.83151972026,4.8315197202609854e-05
2016-01-26,100004.95595133037,4.9559513303684074e-05
2016-01-27,100003.46955454082,3.4695545408176256e-05
2016-01-28,100003.62113535136,3.621135351364501e-05
2016-01-29,100004.35641252727,4.356412527267821e-05
2016-02-01,100004.15053331584,4.15053331584204e-05
2016-02-02,100003.70936739177,3.709367391769774e-05
2016-02-03,100004.13243639201,4.132436392013915e-05
2016-02-04,100004.30758630962,4.307586309616454e-05
2016-02-05,100003.72072374553,3.72072374552954e-05
2016-02-08,100003.94591486186,3.945914861862548e-05
2016-02-09,100003.94135629863,3.941356298630126e-05
2016-02-10,100003.77757799358,3.777577993576415e-05
2016-02-11,100003.64792978496,3.647929784958251e-05
2016-02-12,100003.71389353008,3.713893530075438e-05
2016-02-16,100004.3166843626,4.31668436259497e-05
2016-02-17,100004.32350622279,4.323506222790457e-05
2016-02-18,100004.32350622279,4.323506222790457e-05
2016-02-19,100004.32350622279,4.323506222790457e-05
2016-02-22,100004.32350622279,4.323506222790457e-05
2016-02-23,100004.32350622279,4.323506222790457e-05
2016-02-24,100004.32350622279,4.323506222790457e-05
2016-02-25,100004.32350622279,4.323506222790457e-05
2016-02-26,100004.32350622279,4.323506222790457e-05
2016-02-29,100004.32350622279,4.323506222790457e-05
2016-03-01,100004.32350622279,4.323506222790457e-05
2016-03-02,100004.26891450383,4.2689145038311836e-05
2016-03-03,100004.09831170537,4.09831170536927e-05
2016-03-04,100003.75483064153,3.754830641526496e-05
2016-03-07,100004.01414613225,4.014146132249152e-05
2016-03-08,100004.20522241094,4.205222410935676e-05
2016-03-09,100004.18475083806,4.184750838059699e-05
2016-03-10,100004.17336968877,4.173369688767707e-05
2016-03-11,100003.92542962529,3.9254296252911445e-05
2016-03-14,100003.86629037358,3.86629037358216e-05
2016-03-15,100003.39770822026,3.3977082202618475e-05
2016-03-16,100003.08152894475,3.0815289447491524e-05
2016-03-17,100003.12019471623,3.120194716233527e-05
2016-03-18,100003.0929005573,3.09290055729798e-05
2016-03-21,100003.09518174626,3.0951817462628244e-05
2016-03-22,100002.91092805364,2.910928053635871e-05
2016-03-23,100003.04513673284,3.0451367328350897e-05
2016-03-24,100003.14977387883,3.149773878831184e-05
2016-03-28,100003.25895432927,3.2589543292706365e-05
2016-03-29,100002.69255952336,2.6925595233624336e-05
2016-03-30,100002.26491860845,2.2649186084454414e-05
2016-03-31,100002.39457826116,2.394578261155402e-05
2016-04-01,100002.16710595586,2.167105955857551e-05
2016-04-04,100001.91007356145,1.910073561448371e-05
2016-04-05,100002.2080529163,2.2080529163067695e-05
2016-04-06,100001.94646768071,1.9464676807110663e-05
2016-04-07,100002.49693803288,2.496938032883918e-05
2016-04-08,100002.46964768865,2.4696476886456365e-05
2016-04-11,100002.38775376775,2.3877537677471992e-05
2016-04-12,100002.06474999883,2.064749998826301e-05
2016-04-13,100001.7008011768,1.7008011768048162e-05
2016-04-14,100001.68715218999,1.68715218998841e-05
2016-04-15,100002.19895486333,2.1989548633282538e-05
2016-04-18,100002.7380516956,2.7380516956036445e-05
2016-04-19,100002.64706736493,2.64706736493099e-05
2016-04-20,100002.64706736493,2.64706736493099e-05
2016-04-21,100002.64706736493,2.64706736493099e-05
2016-04-22,100002.64706736493,2.64706736493099e-05
2016-04-25,100002.66526518526,2.6652651852637065e-05
2016-04-26,100002.49921332064,2.4992133206396828e-05
2016-04-27,100001.01385031405,1.013850314047886e-05
2016-04-28,100000.33372030917,3.3372030916507355e-06
2016-04-29,100000.08578215304,8.578215303714387e-07
2016-05-02,100000.06304274264,6.304274263675325e-07
2016-05-03,100000.41334257784,4.133425778418313e-06
2016-05-04,100000.18814383211,1.8814383211429231e-06
2016-05-05,100000.10117254916,1.0117254915530793e-06
2016-05-06,99999.98217879,-1.7821209999965505e-07
2016-05-09,99999.99819479647,-1.8052035302389412e-08
2016-05-10,100000.14237890902,1.4237890901858918e-06
2016-05-11,99999.93412123385,-6.587876615230926e-07
2016-05-12,99999.43750677767,-5.624932223290671e-06
2016-05-13,99999.47869787875,-5.213021212548483e-06
2016-05-16,100000.24764357271,2.4764357271487824e-06
2016-05-17,100000.15839873019,1.5839873018558137e-06
2016-05-18,100000.40326796236,4.032679623633158e-06
2016-05-19,100000.32088194552,3.208819455176126e-06
2016-05-20,100000.55430899325,5.543089932471048e-06
2016-05-23,100000.70305915122,7.030591512157116e-06
2016-05-24,100000.70305915122,7.030591512157116e-06
2016-05-25,100000.48564826729,4.856482672912535e-06
2016-05-26,100000.30484878304,3.0484878303832373e-06
2016-05-27,100000.31857978585,3.185797858459409e-06
2016-05-31,100000.43071471932,4.307147193176206e-06
2016-06-01,100000.7511168647,7.511168647033628e-06
2016-06-02,100000.92046081307,9.204608130676206e-06
2016-06-03,100000.87469970467,8.746997046691832e-06
2016-06-06,100000.71221458199,7.12214581988519e-06
2016-06-07,100000.62066756966,6.206675696594175e-06
2016-06-08,100000.64126884224,6.412688422424253e-06
2016-06-09,100000.47878181221,4.787818122131285e-06
2016-06-10,100000.66644393685,6.664439368469175e-06
2016-06-13,100001.00742828133,1.0074282813293394e-05
2016-06-14,100001.01200548628,1.0120054862782126e-05
2016-06-15,100001.01200548628,1.0120054862782126e-05
2016-06-16,100001.01200548628,1.0120054862782126e-05
2016-06-17,100001.01200548628,1.0120054862782126e-05
2016-06-20,100000.80603787143,8.060378714289982e-06
2016-06-21,100000.991407363,9.914073630061467e-06
2016-06-22,100000.90901943881,9.090194388118106e-06
2016-06-23,100001.03489109714,1.034891097137006e-05
2016-06-24,100000.41698261935,4.1698261935380285e-06
2016-06-27,100000.10574528415,1.0574528414872474e-06
2016-06-28,100000.46046253879,4.604625387873966e-06
2016-06-29,100000.64584728915,6.458472891536075e-06
2016-06-30,100000.92046353061,9.204635306086857e-06
2016-07-01,100000.98682781894,9.868278189387637e-06
2016-07-05,100000.78086277682,7.80862776824506e-06
2016-07-06,100000.90443989474,9.044398947444279e-06
2016-07-07,100000.99827191074,9.982719107356388e-06
2016-07-08,100001.12413714777,1.1241371477663051e-05
2016-07-11,100001.12413714777,1.1241371477663051e-05
2016-07-12,100001.12413714777,1.1241371477663051e-05
2016-07-13,100001.12413714777,1.1241371477663051e-05
2016-07-14,100001.12413714777,1.1241371477663051e-05
2016-07-15,100001.15617635114,1.1561763511417667e-05
2016-07-18,100000.91587712629,9.15877126288251e-06
2016-07-19,100000.9067199455,9.067199455021182e-06
2016-07-20,100000.88612630231,8.861263023136417e-06
2016-07-21,100001.00741650922,1.0074165092228214e-05
2016-07-22,100001.18363263471,1.1836326347111025e-05
2016-07-25,100001.48571851118,1.4857185111759463e-05
2016-07-26,100001.63905026777,1.639050267767743e-05
2016-07-27,99999.89977792137,-1.0022207863221412e-06
2016-07-28,99999.5542118969,-4.457881030975841e-06
2016-07-29,99999.58396462823,-4.160353717743419e-06
2016-08-01,99999.16287164117,-8.371283588348888e-06
2016-08-02,99999.52217416192,-4.778258380829357e-06
2016-08-03,99999.22237519646,-7.776248035370373e-06
2016-08-04,99999.07281236077,-9.271876392303966e-06
2016-08-05,99998.70236520196,-1.2976347980438732e-05
2016-08-08,99998.49758462334,-1.5024153766571543e-05
2016-08-09,99998.39634827996,-1.6036517200409433e-05
2016-08-10,99998.58272103692,-1.4172789630829357e-05
2016-08-11,99998.59883050347,-1.4011694965302013e-05
2016-08-12,99998.54129914666,-1.4587008533417247e-05
2016-08-15,99998.24218110467,-1.7578188953339124e-05
2016-08-16,99998.26518754388,-1.734812456124928e-05
2016-08-17,99998.30200509453,-1.697994905465748e-05
2016-08-18,99998.33422402764,-1.6657759723602794e-05
2016-08-19,99998.26979569817,-1.730204301828053e-05
2016-08-22,99998.46537331963,-1.534626680368092e-05
2016-08-23,99998.38714150811,-1.6128584918915293e-05
2016-08-24,99998.57581452752,-1.4241854724823497e-05
2016-08-25,99998.68165711785,-1.3183428821503184e-05
2016-08-26,99998.71847005996,-1.2815299400390358e-05
2016-08-29,99998.71847005996,-1.2815299400390358e-05
2016-08-30,99998.71847005996,-1.2815299400390358e-05
2016-08-31,99998.81970945255,-1.1802905474469299e-05
2016-09-01,99998.96466794865,-1.03533205135318e-05
2016-09-02,99999.19475713627,-8.052428637311095e-06
2016-09-06,99999.18785444157,-8.121455584332579e-06
2016-09-07,99999.33971944706,-6.602805529400939e-06
2016-09-08,99999.084310627,-9.156893729959848e-06
2016-09-09,99998.73687088101,-1.2631291189900366e-05
2016-09-12,99999.26838600247,-7.316139975300757e-06
2016-09-13,99999.8459159097,-1.5408409030351321e-06
2016-09-14,100000.02538911658,2.5389116577571256e-07
2016-09-15,99999.63193167368,-3.6806832632282747e-06
2016-09-16,99999.78149260202,-2.185073979781009e-06
2016-09-19,100000.08981169382,8.981169381877408e-07
2016-09-20,100000.09211386362,9.211386361857876e-07
2016-09-21,100000.09671248117,9.67124811722897e-07
2016-09-22,99999.850513827,-1.4948617300251498e-06
2016-09-23,100000.28999556223,2.899955622269772e-06
2016-09-26,100000.25087774912,2.5087774911662563e-06
2016-09-27,100000.2025588862,2.0255888620158655e-06
2016-09-28,100000.0046771876,4.677187593188137e-08
2016-09-29,100000.41194189707,4.1194189706584435e-06
2016-09-30,100000.211759936,2.1175993600627406e-06
2016-10-03,100000.33371008554,3.3371008554240688e-06
2016-10-04,100000.22326887766,2.232688776566647e-06
2016-10-05,100000.211759936,2.1175993600627406e-06
2016-10-06,100000.0184863917,1.8486391694750637e-07
2016-10-07,99999.97937048593,-2.0629514066968112e-07
2016-10-10,99999.5214866511,-4.785133489058353e-06
2016-10-11,99999.46395720163,-5.36042798368726e-06
2016-10-12,99999.22466887155,-7.75331128446851e-06
2016-10-13,99999.30749548593,-6.925045140669681e-06
2016-10-14,99999.15794027963,-8.420597203657963e-06
2016-10-17,99999.17634619394,-8.236538060591555e-06
2016-10-18,99999.19475210825,-8.05247891752515e-06
2016-10-19,99999.27528418222,-7.247158177779056e-06
2016-10-20,99999.28908766428,-7.109123357222416e-06
2016-10-21,99999.3949340693,-6.050659306929447e-06
2016-10-24,99999.15333021799,-8.46669782011304e-06
2016-10-25,99999.01528586069,-9.847141393111087e-06
2016-10-26,99999.62732924143,-3.7267075857380407e-06
2016-10-27,99999.67334401932,-3.2665598067978863e-06
2016-10-28,99999.67334401932,-3.2665598067978863e-06
2016-10-31,99999.67334401932,-3.2665598067978863e-06
2016-11-01,99999.67334401932,-3.2665598067978863e-06
2016-11-02,99999.71706034598,-2.8293965401826424e-06
2016-11-03,99999.4418471044,-5.581528955954127e-06
2016-11-04,99999.21288897452,-7.871110254782253e-06
2016-11-07,99999.5759852117,-4.24014788295608e-06
2016-11-08,99999.72631098685,-2.7368901314912362e-06
2016-11-09,99999.68468310294,-3.1531689706025644e-06
2016-11-10,99998.97005106864,-1.0299489313620142e-05
2016-11-11,99999.11806132254,-8.819386774557643e-06
2016-11-14,99998.48900248465,-1.5109975153463892e-05
2016-11-15,99998.81278635917,-1.1872136408346704e-05
2016-11-16,99999.47885157523,-5.2114842477021735e-06
2016-11-17,99999.46959711966,-5.304028803366237e-06
2016-11-18,99999.49504115043,-5.049588495749049e-06
2016-11-21,99999.88126971183,-1.187302881735377e-06
2016-11-22,99999.93215082388,-6.784917612094432e-07
